,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
muf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
243,100,100,100,100,100,100,100,100,100,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
244,100,100,100,100,100,100,100,100,100,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
245,100,100,100,100,100,100,100,100,100,98,98,98,98,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
246,100,100,100,100,99,99,99,99,99,98,98,98,98,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
247,100,100,100,100,99,99,99,99,99,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
248,100,100,100,100,98,98,98,98,98,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
249,100,100,100,100,98,98,98,98,98,96,96,96,96,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
250,100,100,100,100,97,97,97,97,97,96,96,96,96,96,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
251,100,100,100,100,97,97,97,97,97,95,95,95,95,95,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
252,100,100,100,100,96,96,96,96,96,95,95,95,95,95,98,98,98,98,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
253,100,100,100,100,96,96,96,96,96,94,94,94,94,94,98,98,98,98,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
254,100,100,100,100,95,95,95,95,95,94,94,94,94,94,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
255,100,100,100,100,94,94,94,94,94,93,93,93,93,93,97,97,97,97,97,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100
256,99,99,99,99,94,94,94,94,94,93,93,93,93,93,96,96,96,96,96,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100
257,99,99,99,99,93,93,93,93,93,92,92,92,92,92,96,96,96,96,96,98,98,98,98,98,100,100,100,100,100,100,100,100,100,100,100
258,98,98,98,98,93,93,93,93,93,92,92,92,92,92,95,95,95,95,95,98,98,98,98,98,100,100,100,100,100,100,100,100,100,100,100
259,98,98,98,98,92,92,92,92,92,91,91,91,91,91,95,95,95,95,95,97,97,97,97,97,99,99,99,99,99,100,100,100,100,100,100
300,97,97,97,97,92,92,92,92,92,91,91,91,91,91,94,94,94,94,94,97,97,97,97,97,99,99,99,99,99,100,100,100,100,100,100
301,97,97,97,97,91,91,91,91,91,90,90,90,90,90,94,94,94,94,94,96,96,96,96,96,98,98,98,98,98,100,100,100,100,100,100
302,96,96,96,96,91,91,91,91,91,90,90,90,90,90,93,93,93,93,93,96,96,96,96,96,98,98,98,98,98,100,100,100,100,100,100
303,96,96,96,96,90,90,90,90,90,89,89,89,89,89,93,93,93,93,93,95,95,95,95,95,97,97,97,97,97,100,100,100,100,100,100
304,95,95,95,95,90,90,90,90,90,89,89,89,89,89,92,92,92,92,92,95,95,95,95,95,97,97,97,97,97,100,100,100,100,100,100
305,95,95,95,95,89,89,89,89,89,88,88,88,88,88,92,92,92,92,92,94,94,94,94,94,96,96,96,96,96,100,100,100,100,100,100
306,94,94,94,94,88,88,88,88,88,88,88,88,88,88,91,91,91,91,91,94,94,94,94,94,96,96,96,96,96,100,100,100,100,100,100
307,94,94,94,94,88,88,88,88,88,87,87,87,87,87,91,91,91,91,91,93,93,93,93,93,95,95,95,95,95,100,100,100,100,100,100
308,93,93,93,93,87,87,87,87,87,87,87,87,87,87,90,90,90,90,90,93,93,93,93,93,95,95,95,95,95,100,100,100,100,100,100
309,93,93,93,93,87,87,87,87,87,86,86,86,86,86,90,90,90,90,90,92,92,92,92,92,94,94,94,94,94,100,100,100,100,100,100
310,92,92,92,92,86,86,86,86,86,86,86,86,86,86,89,89,89,89,89,92,92,92,92,92,94,94,94,94,94,100,100,100,100,100,100
311,92,92,92,92,86,86,86,86,86,85,85,85,85,85,89,89,89,89,89,91,91,91,91,91,93,93,93,93,93,100,100,100,100,100,100
312,91,91,91,91,85,85,85,85,85,85,85,85,85,85,88,88,88,88,88,91,91,91,91,91,93,93,93,93,93,100,100,100,100,100,100
313,91,91,91,91,85,85,85,85,85,84,84,84,84,84,87,87,87,87,87,90,90,90,90,90,92,92,92,92,92,100,100,100,100,100,100
314,90,90,90,90,84,84,84,84,84,84,84,84,84,84,87,87,87,87,87,90,90,90,90,90,92,92,92,92,92,100,100,100,100,100,100
315,90,90,90,90,83,83,83,83,83,83,83,83,83,83,86,86,86,86,86,89,89,89,89,89,91,91,91,91,91,100,100,100,100,100,100
316,89,89,89,89,83,83,83,83,83,83,83,83,83,83,86,86,86,86,86,89,89,89,89,89,91,91,91,91,91,100,100,100,100,100,100
317,89,89,89,89,82,82,82,82,82,82,82,82,82,82,85,85,85,85,85,88,88,88,88,88,90,90,90,90,90,100,100,100,100,100,100
